oui,company
0050C2,:25:6 Information Technology Corp.
0050C2,:25:7 Digicast Networks
0050C2,:25:8 Spacesaver Corporation
0050C2,:25:9 Omicron Ceti AB
0050C2,:25:A Zendex Corporation
0050C2,:25:B Winford Engineering
0050C2,:25:C Softhill Technologies Ltd.
0050C2,:25:D RDTECH
0050C2,:25:E MITE Hradec Kralove, s.r.o.
0050C2,:25:F Albert Handtmann Maschinenfabrik GmbHCo.KG
0050C2,:26:0 BIOTAGE
0050C2,:26:1 Tattile Srl
0050C2,:26:2 Shanghai Gaozhi ScienceTechnology Development Ltd.
0050C2,:26:3 Vansco Electronics Oy
0050C2,:26:4 Confidence Direct Ltd
0050C2,:26:5 BELIK S.P.R.L.
0050C2,:26:6 ATOM GIKEN Co.,Ltd.
0050C2,:26:7 Allen Martin Conservation Ltd
0050C2,:26:8 Parabit Systems
0050C2,:26:9 Technisyst Pty Ltd
0050C2,:26:A FG SYNERYS
0050C2,:26:B Continental Gateway Limited
0050C2,:26:C Crystal Vision Ltd
0050C2,:26:D DSP DESIGN
0050C2,:26:E ZP Engineering SEL
0050C2,:26:F Digital Recorders Inc
0050C2,:27:0 S4 Technology Pty Ltd
0050C2,:27:1 VLSIP TECHNOLOGIES INC.
0050C2,:27:2 Verex Technology
0050C2,:27:3 Servicios Condumex, S. A. de C. V.
0050C2,:27:4 Fundación TECNALIA Research  Innovation
0050C2,:27:5 Extreme Engineering Solutions
0050C2,:27:6 Tieline Research Pty Ltd
0050C2,:27:7 TR Systems, Inc.
0050C2,:27:8 Replicom Ltd.
0050C2,:27:9 PATLITE Corporation
0050C2,:27:A Maestro Pty Ltd
0050C2,:27:B LinkSecurity AS
0050C2,:27:C Danlaw Inc
0050C2,:27:D ALLIED TELESIS K.K.
0050C2,:27:E AnaLogic Computers Ltd.
0050C2,:27:F Air Broadband Communications, Inc.
0050C2,:28:0 AGECODAGIS SARL
0050C2,:28:1 Cabtronix AG
0050C2,:28:2 Telvent
0050C2,:28:3 ANSITEX CORP.
0050C2,:28:4 Micronet Ltd.
0050C2,:28:5 Littwin GmbH  Co KG
0050C2,:28:6 ATEME
0050C2,:28:7 TECNEW Electronics Engineering Cr., Ltd.
0050C2,:28:8 RPM Systems Corporation
0050C2,:28:9 Rototype S.p.A.
0050C2,:28:A Real Time Systems
0050C2,:28:B Orion Technologies,LLC
0050C2,:28:C Futaba Corporation
0050C2,:28:D AXODE SA
0050C2,:28:E Tattile srl
0050C2,:28:F Spellman High Voltage Electronics Corp
0050C2,:29:0 EBNEURO SPA
0050C2,:29:1 CHAUVIN ARNOUX
0050C2,:29:2 AMIRIX Systems
0050C2,:29:3 IP Unity
0050C2,:29:4 EPSa GmbH
0050C2,:29:5 LOGOSOL, INC.
0050C2,:29:6 OpVista
0050C2,:29:7 KINETICS
0050C2,:29:8 Harvad University
0050C2,:29:9 CAD-UL GmbH
0050C2,:29:A Packet Techniques Inc.
0050C2,:29:B ACD Elektronik GmbH
0050C2,:29:C 2N TELEKOMUNIKACE a.s.
0050C2,:29:D Globe Wireless
0050C2,:29:E SELEX Communications Ltd
0050C2,:29:F Baudisch Electronic GmbH
0050C2,:2A:0 Sterling Industry Consult GmbH
0050C2,:2A:1 Infinetix Corp
0050C2,:2A:2 Epelsa, SL
0050C2,:2A:3 West-Com Nurse Call Systems, Inc.
0050C2,:2A:4 Xipher Embedded Networking
0050C2,:2A:5 Septier Communication Ltd
0050C2,:2A:6 Brannstroms Elektronik AB
0050C2,:2A:7 Micro System Architecturing srl
0050C2,:2A:8 DVTel Israel Ltd.
0050C2,:2A:9 Dr. Staiger, Mohilo  Co GmbH
0050C2,:2A:A DEUTA Werke GmbH
0050C2,:2A:B AUM Infotech Private Limited
0050C2,:2A:C BBI Engineering, Inc.
0050C2,:2A:D ABB TD Spa
0050C2,:2A:E Quest Retail Technology Pty Ltd
0050C2,:2A:F CSA  Computer  Antriebstechnik GmbH
0050C2,:2B:0 Telda Electronics
0050C2,:2B:1 Private
0050C2,:2B:2 Smiths Detection
0050C2,:2B:3 Embedded Systems Design
0050C2,:2B:4 Polatis Ltd
0050C2,:2B:5 Hobbes Computer Network Accessories
0050C2,:2B:6 Softier Inc.
0050C2,:2B:7 RAFI GmbH  Co.KG
0050C2,:2B:8 Admiral Secure Products, Ltd.
0050C2,:2B:9 Richmond Sound Design Ltd.
0050C2,:2B:A NORCO INDUSTRIAL TECHNOLOGY INC
0050C2,:2B:B TA Instruments Ltd
0050C2,:2B:C Uster Technologies AG
0050C2,:2B:D StorLink Semi
0050C2,:2B:E Lipowsky Industrie-Elektronik GmbH
0050C2,:2B:F PERAX
0050C2,:2C:0 Magellan Technology Pty Limited
0050C2,:2C:1 Stage Tec Entwicklungsgesellschaft für professionelle Audio
0050C2,:2C:2 Smarteye Corporation
0050C2,:2C:3 Digital SP Ltd
0050C2,:2C:4 Invensys Energy Systens (NZ) Limited
0050C2,:2C:5 Elman srl
0050C2,:2C:6 Initial Electronic Security Systems
0050C2,:2C:7 Siliquent Technologies Ltd
0050C2,:2C:8 SELCO
0050C2,:2C:9 Roseman Engineering Ltd.
0050C2,:2C:A PUTERCOM CO., LTD
0050C2,:2C:B FACTS Engineering LLC
0050C2,:2C:C EMBEDDED TOOLSMITHS
0050C2,:2C:D DataWind Research
0050C2,:2C:E Ross Video Limited
0050C2,:2C:F Diseño de Sistemas en Silicio S.A.
0050C2,:2D:0 Worth Data, Inc.
0050C2,:2D:1 Miritek, Inc.
0050C2,:2D:2 AIRNET COMMUNICATIONS CORP
0050C2,:2D:3 Gerber Scientific Products, Inc.
0050C2,:2D:4 Integrated System Solution Corp.
0050C2,:2D:5 PIXY AG
0050C2,:2D:6 WIS Technologies
0050C2,:2D:7 Neo Electronics Ltd
0050C2,:2D:8 SYN-TECH SYSTEMS INC
0050C2,:2D:9 Private
0050C2,:2D:A PYRAMID Computer GmbH
0050C2,:2D:B AutoTOOLS group Co. Ltd.
0050C2,:2D:C Wiener, Plein  Baus GmbH
0050C2,:2D:D Westek Technology Ltd
0050C2,:2D:E Research Applications
0050C2,:2D:F MICREL-NKE
0050C2,:2E:0 Baxter International Inc
0050C2,:2E:1 Access IS
0050C2,:2E:2 Ballard Technology, Inc,
0050C2,:2E:3 MG Industrieelektronik GmbH
0050C2,:2E:4 iamba LTD.
0050C2,:2E:5 Transtech DSP
0050C2,:2E:6 DALSA
0050C2,:2E:7 SafeView, Inc.
0050C2,:2E:8 S.M.V. Systemelektronik GmbH
0050C2,:2E:9 SRI International
0050C2,:2E:A QUBIsoft S.r.l.
0050C2,:2E:B Lingg  Janke OHG
0050C2,:2E:C CHENGDU  BOOK DIGITAL CO., LTD
0050C2,:2E:D 4RF Communications Ltd
0050C2,:2E:E SHF Communication Technologies AG
0050C2,:2E:F Profline B.V.
0050C2,:2F:0 LECO Corporation
0050C2,:2F:1 Geometrics, Inc.
0050C2,:2F:2 Eurotek Srl
0050C2,:2F:3 Crossbow Technology, Inc.
0050C2,:2F:4 Efficient Channel Coding
0050C2,:2F:5 ADChips
0050C2,:2F:6 Clifford Chance LLP
0050C2,:2F:7 GILLAM-FEI S.A.
0050C2,:2F:8 SavvyCorp.com Ltd
0050C2,:2F:9 Digilent Inc.
0050C2,:2F:A Tornado Modular Systems, Ltd
0050C2,:2F:B Arthur Industries Inc., dba On Hold Media Group
0050C2,:2F:C Blackline Systems Corporation
0050C2,:2F:D American Microsystems, Ltd.
0050C2,:2F:E Saab AB
0050C2,:2F:F Patria Advanced Solutions
0050C2,:30:0 Soredex Instrumentarium Oyj
0050C2,:30:1 Delphi Display Systems, Inc.
0050C2,:30:2 EuroDesign embedded technologies GmbH
0050C2,:30:3 CI Systems Ltd.
0050C2,:30:4 COMERSON S.r.l.
0050C2,:30:5 Symbium Corporation
0050C2,:30:6 Noran Tel Communications Ltd.
0050C2,:30:7 UNIONDIGITAL.,CO.LTD
0050C2,:30:8 FiveCo
0050C2,:30:9 Rackmaster Systems, Inc.
0050C2,:30:A Innings Telecom Inc.
0050C2,:30:B VX Technologies Inc.
0050C2,:30:C TEAMLOG
0050C2,:30:D SETARAM
0050C2,:30:E Obvius
0050C2,:30:F Digicontrole Lda
0050C2,:31:0 CYBERTRON CO., LTD.
0050C2,:31:1 Comodo
0050C2,:31:2 Dese Technologies SL
0050C2,:31:3 SAIA Burgess Controls AG
0050C2,:31:4 MicroBee Systems, Inc
0050C2,:31:5 ifak system GmbH
0050C2,:31:6 Dataline AB
0050C2,:31:7 Cosine Systems, Inc.
0050C2,:31:8 Milmega Ltd
0050C2,:31:9 Invatron Systems Corp.
0050C2,:31:A Zodiak Data Systems
0050C2,:31:B Datacon
0050C2,:31:C Casa Systems Inc.
0050C2,:31:D Imarda New Zealand Limited
0050C2,:31:E C3-ilex, LLC
0050C2,:31:F Geotech Instruments, LLC
0050C2,:32:0 DTASENSOR S.p.A.
0050C2,:32:1 UXP
0050C2,:32:2 BQT Solutions (Australia) Limited
0050C2,:32:3 Red Rock Networks
0050C2,:32:4 ODIXION
0050C2,:32:5 Federal Aviation Administration
0050C2,:32:6 Navionics S.p.A.
0050C2,:32:7 Dornier GmbH
0050C2,:32:8 I.C.S. Electronics Limited
0050C2,:32:9 Imax
0050C2,:32:A Phytec Messtechnik GmbH
0050C2,:32:B Digital Multimedia Technologies Spa
0050C2,:32:C Integrated Silicon Solution (Taiwan), Inc.
0050C2,:32:D Consens Zeiterfassung GMBH
0050C2,:32:E MANUSA-GEST, S.L.
0050C2,:32:F PULTRONICS
0050C2,:33:0 Sicon srl
0050C2,:33:1 Broadcast Sports Inc
0050C2,:33:2 PUNJAB COMMUNICATIONS LTD
0050C2,:33:3 Radix Corporation
0050C2,:33:4 Picture Elements, Inc.
0050C2,:33:5 Nimcat Networks
0050C2,:33:6 Golden River Traffic
0050C2,:33:7 ETI
0050C2,:33:8 Ernitec AS
0050C2,:33:9 Secure Systems  Services
0050C2,:33:A United Telecoms Ltd
0050C2,:33:B MultimediaLED
0050C2,:33:C SkipJam
0050C2,:33:D  GD Mission Systems
0050C2,:33:E CA Technology, Inc
0050C2,:33:F EXYS bvba
0050C2,:34:0 Virtu
0050C2,:34:1 Novx Systems
0050C2,:34:2 St. Michael Strategies
0050C2,:34:3 ABB Xiamen Switchgear Co. Ltd.
0050C2,:34:4 ads-tec GmbH
0050C2,:34:5 ACT
0050C2,:34:6 biokeysystem
0050C2,:34:7 Row Seven Ltd
0050C2,:34:8 KoolSpan, Inc.
0050C2,:34:9 SSI Schaefer Peem
0050C2,:34:A NIE Corporation
0050C2,:34:B Ecutel Systems, Inc.
0050C2,:34:C Chuo Electric Works Co., LTD.
0050C2,:34:D BMK professional electronics GmbH
0050C2,:34:E ABB Power Technologies S.p.A.  Unità  Operativa SACE (PTMV)
0050C2,:34:F North Pole Engineering, Inc.
0050C2,:35:0 Kinesys Projects Limited
0050C2,:35:1 Finesystem Co., Ltd
0050C2,:35:2 LUCEO
0050C2,:35:3 Crossing Informationssysteme GmbH
0050C2,:35:4 Advanced IP Communications
0050C2,:35:5 IHM
0050C2,:35:6 Baytech Cinema
0050C2,:35:7 Athena Semiconductor
0050C2,:35:8 ALCEA
0050C2,:35:9 Kramer Electronics Ltd.
0050C2,:35:A Advanced Si-Net Co., LTD.
0050C2,:35:B VLSIP TECHNOLOGIES, INC
0050C2,:35:C Ratotec GmbH
0050C2,:35:D NetTest AS
0050C2,:35:E Jobin Yvon,Inc
0050C2,:35:F F.Imm. S.r.L.
0050C2,:36:0 Digital Receiver Technology
0050C2,:36:1 Contec
0050C2,:36:2 AZD Praha s.r.o.
0050C2,:36:3 Septentrio nvsa
0050C2,:36:4 Tattile srl
0050C2,:36:5 VPG
0050C2,:36:6 Vanguard Technology Corp.
0050C2,:36:7 CANMAX Technology Ltd.
0050C2,:36:8 ASPEL S.A.
0050C2,:36:9 Always On Wireless
0050C2,:36:A Optronic Partner pr AB
0050C2,:36:B Minerva Technology Inc
0050C2,:36:C RISCO Group
0050C2,:36:D Oplink Communications
0050C2,:36:E Minicom Advanced Systems Ltd
0050C2,:36:F XIMEA s.r.o.
0050C2,:37:0 Europe Technologies
0050C2,:37:1 DIGITAL ART SYSTEM
0050C2,:37:2 ELV Elektronik AG
0050C2,:37:3 Companion Worlds, inc.
0050C2,:37:4 Owasys Advanced Wireless Devices
0050C2,:37:5 TIR Systems Ltd.
0050C2,:37:6 CLEODE
0050C2,:37:7 Xycom VME
0050C2,:37:8 Daintree Networks Pty
0050C2,:37:9 Control LAN S.A.
0050C2,:37:A IDA Corporation
0050C2,:37:B Freescale Semiconductor
0050C2,:37:C MODIA SYSTEMS Co., Ltd
0050C2,:37:D VeroTrak Inc.
0050C2,:37:E Ni.Co. S.r.l.
0050C2,:37:F Foresearch
0050C2,:38:0 EKE-Electronics Ltd.
0050C2,:38:1 Realtime Engineering AG
0050C2,:38:2 Colorado vNet
0050C2,:38:3 ICS Electronics
0050C2,:38:4 Wireless Reading Systems Holding ASA
0050C2,:38:5 SUNGJIN NEOTECH Co.Ltd.
0050C2,:38:6 Precision System Science Co.,Ltd
0050C2,:38:7 Inoteska s.r.o.
0050C2,:38:8 IEE Inc
0050C2,:38:9 Exavio Inc.
0050C2,:38:A Embedtronics Enterprise
0050C2,:38:B InterBridge,Inc.
0050C2,:38:C EPSILON SRL
0050C2,:38:D AG Soluzioni Digitali
0050C2,:38:E Nordic Alarm AB
0050C2,:38:F TTC Telecom
0050C2,:39:0 TC Communications
0050C2,:39:1 Esensors, Inc.
0050C2,:39:2 Phytec Messtechnik GmbH
0050C2,:39:3 SYS TEC electronic GmbH
0050C2,:39:4 Embedit AS
0050C2,:39:5 vidisys gmbh
0050C2,:39:6 RapidWave Inc.
0050C2,:39:7 MANGO DSP Ltd.
0050C2,:39:8 Inhand Electronics, Inc.
0050C2,:39:9 Advanced Micro Controls Inc.
0050C2,:39:A Optical Air Data Systems
0050C2,:39:B YUYAMA MFG Co.,Ltd
0050C2,:39:C TIYODA MFG CO.,LTD.
0050C2,:39:D DigitalDeck, Inc.
0050C2,:39:E A.R.G ElectroDesign Ltd
0050C2,:39:F Isensix
0050C2,:3A:0 StreetFire Sound Labs, LLC
0050C2,:3A:1 Samsoft
0050C2,:3A:2 Vegas Amusement
0050C2,:3A:3 Star Link Communication Pvt. Ltd.
0050C2,:3A:4 Silvertree Engineering Ltd
0050C2,:3A:5 LabJack Corporation
0050C2,:3A:6 IntelliDesign Pty Ltd
0050C2,:3A:7 Elektrotechnik  Elektronik Oltmann GmbH
0050C2,:3A:8 Engim, Inc.
0050C2,:3A:9 Westronic Systems Inc.
0050C2,:3A:A Networked Robotics Corporation
0050C2,:3A:B taskit Rechnertechnik GmbH
0050C2,:3A:C InAccess Networks
0050C2,:3A:D Spirent Communications (Scotland) Limited
0050C2,:3A:E Hankuk Tapi Computer Co., Ltd
0050C2,:3A:F Norbit ODM AS
0050C2,:3B:0 Microtarget Tecnologia Digital Ltda.
0050C2,:3B:1 Specstroy-Svyaz Ltd
0050C2,:3B:2 Tennessee Valley Authority
0050C2,:3B:3 Media Lab., Inc.
0050C2,:3B:4 Contrôle Analytique inc.
0050C2,:3B:5 NEC TOKIN Corporation
0050C2,:3B:6 Arecont Vision
0050C2,:3B:7 Mindspeed Technologies
0050C2,:3B:8 Keith  Koep GmbH
0050C2,:3B:9 Gilbarco Autotank AB
0050C2,:3B:A Phytec Messtechnik GmbH
0050C2,:3B:B IMAGO Technologies GmbH
0050C2,:3B:C Tyzx, Inc.
0050C2,:3B:D Bigbang L.T.D.
0050C2,:3B:E Pauly Steuer- und Regelanlagen GmbH  Co. KG
0050C2,:3B:F Audio Processing Technology Ltd
0050C2,:3C:0 EDA Industries Pte. Ltd
0050C2,:3C:1 MicroTek Electronics, Inc.
0050C2,:3C:2 Casabyte Inc.
0050C2,:3C:3 4g Technologies, L.P.
0050C2,:3C:4 Sypris Electronics
0050C2,:3C:5 Silicon Optix Canada Inc.
0050C2,:3C:6 Net Optics
0050C2,:3C:7 Salent Technologies Ltd
0050C2,:3C:8 Wheels of Zeus Inc.
0050C2,:3C:9 Dilax Intelcom AG
0050C2,:3C:A ABB Inc.
0050C2,:3C:B Analytica GmbH
0050C2,:3C:C Linkwell Telesystems Pvt Ltd
0050C2,:3C:D Micro-Measurements
0050C2,:3C:E Ward Leonard Electric Company
0050C2,:3C:F Technovare Systems, Inc.
0050C2,:3D:0 Micro-Robotics Limited
0050C2,:3D:1 Braintronics BV
0050C2,:3D:2 Adilec Enginyeria SL
0050C2,:3D:3 American LED-gible Inc.
0050C2,:3D:4 Wisnu and Supak Co.Ltd.
0050C2,:3D:5 Fluke Biomedical, Radiation Management Services
0050C2,:3D:6 Comlab Inc.
0050C2,:3D:7 TTC TELEKOMUNIKACE Ltd
0050C2,:3D:8 Key Systems , Inc.
0050C2,:3D:9 Bavaria Digital Technik GmbH
0050C2,:3D:A M5 Data Limited
0050C2,:3D:B Osmetech Inc.
0050C2,:3D:C 3D perception
0050C2,:3D:D ELMIC GmbH
0050C2,:3D:E ABB Power Technologies S.p.A.  Unità  Operativa SACE (PTMV)
0050C2,:3D:F BiODE Inc.
0050C2,:3E:0 Oy Stinghorn Ltd
0050C2,:3E:1 NeuLion Incorporated
0050C2,:3E:2 SysNova
0050C2,:3E:3 CSIRO - Division of Exploration and Mining
0050C2,:3E:4 CUE, a.s.
0050C2,:3E:5 Vacon Plc
0050C2,:3E:6 CRDE
0050C2,:3E:7 Revolution Education Ltd
0050C2,:3E:8 Conformative Systems, Inc.
0050C2,:3E:9 MedAvant Healthcare
0050C2,:3E:A Alro Information Systems SA
0050C2,:3E:B ISS International
0050C2,:3E:C Teneros
0050C2,:3E:D The Board Room Inc.
0050C2,:3E:E Commoca, Inc
0050C2,:3E:F PAT Industries, DBA Pacific Advanced Technology
0050C2,:3F:0 megatec electronic GmbH
0050C2,:3F:1 Salland Electronics Holding BV
0050C2,:3F:2 STL GmbH
0050C2,:3F:3 Hitachi ABB Power Grids – Grid Automation
0050C2,:3F:4 MC TECHNOLOGY GmbH
0050C2,:3F:5 Phaedrus Limited
0050C2,:3F:6 dAFTdATA Limited
0050C2,:3F:7 Advantage RD
0050C2,:3F:8 Superna Ltd
0050C2,:3F:9 Sintium Ltd
0050C2,:3F:A Tumsan
0050C2,:3F:B nVent, Schroff GmbH
0050C2,:3F:C Weinberger Deutschland GmbH
0050C2,:3F:D HARTMANN software GbR
0050C2,:3F:E HaiVision Systems Inc
0050C2,:3F:F Cast Iron Systems
0050C2,:40:0 SmartMotor AS
0050C2,:40:1 Promess Incorporated
0050C2,:40:2 Numeron Sp. z o.o.
0050C2,:40:3 RohdeSchwarz Topex SA
0050C2,:40:4 NanShanBridge Co.Ltd
0050C2,:40:5 Guralp Systems Limited
0050C2,:40:6 CoreStreet, Ltd
0050C2,:40:7 AIE Etudes
0050C2,:40:8 TERN, Inc.
0050C2,:40:9 KTEC LTD
0050C2,:40:A Contec Steuerungstechnik  Automation GmbH
0050C2,:40:B Center VOSPI JSC
0050C2,:40:C Applied Materials UK Ltd
0050C2,:40:D Afonics Fibreoptics Ltd
0050C2,:40:E ads-tec GmbH
0050C2,:40:F BIR,INC.
0050C2,:41:0 Grossenbacher Systeme AG
0050C2,:41:1 Multimessage Systems Ltd.
0050C2,:41:2 TSB Solutions Inc.
0050C2,:41:3 Goodrich
0050C2,:41:4 Talleres de Escoriaza SA
0050C2,:41:5 SensoTech GmbH
0050C2,:41:6 SELCO s.r.l.
0050C2,:41:7 QT systems ab
0050C2,:41:8 Planea Oy
0050C2,:41:9 Mecsel Oy
0050C2,:41:A Bluewater Systems Ltd
0050C2,:41:B LogiM GmbH Software und Entwicklung
0050C2,:41:C Infrasafe, Inc.
0050C2,:41:D Altronic, Inc.
0050C2,:41:E Videotek Sistemas Eletronicos Ltda.
0050C2,:41:F Avionica, Inc
0050C2,:42:0 Boundless Technologies
0050C2,:42:1 EFSYS
0050C2,:42:2 ads-tec GmbH
0050C2,:42:3 Power-One Inc.
0050C2,:42:4 Metrolab Technology SA
0050C2,:42:5 Pinnacle Technology
0050C2,:42:6 STOM System
0050C2,:42:7 Scheidt  Bachmann GmbH
0050C2,:42:8 Roxar AS
0050C2,:42:9 Matthews Australasia
0050C2,:42:A DSP DESIGN
0050C2,:42:B VLSIP TECHNOLOGIES, INC.
0050C2,:42:C Trapeze Software Group Inc
0050C2,:42:D Argo-Tech
0050C2,:42:E Oelmann Elektronik GmbH
0050C2,:42:F Win4NET
0050C2,:43:0 Arcom Digital
0050C2,:43:1 Octatron, Inc.
0050C2,:43:2 Topway Industries Ltd.
0050C2,:43:3 Idetech Europe S.A.
0050C2,:43:4 ImperativeNetworks
0050C2,:43:5 ADATEL TELECOMUNICACIONES S.A.
0050C2,:43:6 Satellite Services BV
0050C2,:43:7 PowerWAN, Inc
0050C2,:43:8 Telecom Protection Technologies Limited
0050C2,:43:9 Peleton Photonic Systems
0050C2,:43:A ProDesign GmbH
0050C2,:43:B A3IP
0050C2,:43:C Ducommun LaBarge Technologies, Inc
0050C2,:43:D Ann Arbor Sensor Systems LLC
0050C2,:43:E Coppercom
0050C2,:43:F ARVOO Imaging Products BV
0050C2,:44:0 Advanced Modular Computers Ltd.
0050C2,:44:1 Sammi Information Systems Co.,Ltd
0050C2,:44:2 Pico Computing, Inc.
0050C2,:44:3 Pickering Laboratories
0050C2,:44:4 Offshore Systems Ltd
0050C2,:44:5 MICRONIC s.r.o.
0050C2,:44:6 Micro Technic A-S
0050C2,:44:7 Grupo Epelsa S.L.
0050C2,:44:8 Comtech Systems Inc.
0050C2,:44:9 BLEILE DATENTECHNIK GmbH
0050C2,:44:A Elettronica Santerno SpA
0050C2,:44:B Solace Systems, Inc.
0050C2,:44:C Computime Systems UK Ltd.
0050C2,:44:D Electro-Matic Products, Inc.
0050C2,:44:E QQ Technology,Inc
0050C2,:44:F kippdata GmbH
0050C2,:45:0 Enconair Ecological Chambers Inc.
0050C2,:45:1 HAMEG GmbH
0050C2,:45:2 Scame Sistemi srl
0050C2,:45:3 ErhardtLeimer GmbH
0050C2,:45:4 Brivo Systems, LLC
0050C2,:45:5 Gogo BA
0050C2,:45:6 DRDC Valcartier
0050C2,:45:7 Danbridge
0050C2,:45:8 HRZ data GmbH
0050C2,:45:9 Phytec Messtechnik GmbH
0050C2,:45:A Funkwerk plettac electronic GmbH
0050C2,:45:B Matra Electronique
0050C2,:45:C Deister Electronic GmbH
0050C2,:45:D Digital Engineering, Inc.
0050C2,:45:E Halliburton - Sperry Drilling Service
0050C2,:45:F T2C Marketing AB
0050C2,:46:0 Vitelnet
0050C2,:46:1 TATTILE SRL
0050C2,:46:2 CT Company
0050C2,:46:3 Codem Systems, Inc.
0050C2,:46:4 XYTAC system technologies
0050C2,:46:5 PDTS GmbH
0050C2,:46:6 LONAP Limited
0050C2,:46:7 United Western Technologies
0050C2,:46:8 Network IO
0050C2,:46:9 BiPOM Electronics, Inc.
0050C2,:46:A ISE GmbH
0050C2,:46:B EASYTECH GmbH
0050C2,:46:C CAMCO GmbH
0050C2,:46:D Paul Scherrer Institut (PSI)
0050C2,:46:E Avenir Technologies Inc.
0050C2,:46:F Neuroware
0050C2,:47:0 Cybectec inc.
0050C2,:47:1 Pixtree Technologies, inc.
0050C2,:47:2 KOP Ltd
0050C2,:47:3 Sensus Metering Systems Israel
0050C2,:47:4 Venue 1, Inc.
0050C2,:47:5 ISEPOS GmbH
0050C2,:47:6 Ascon S.p.a.
0050C2,:47:7 SEV Tidsystem AB
0050C2,:47:8 Metafix Inc.
0050C2,:47:9 Unlimited Bandwidth LLC
0050C2,:47:A Efficient Channel Coding
0050C2,:47:B Pitney Bowes, Inc
0050C2,:47:C AUCONET GmbH
0050C2,:47:D WIT Inc
0050C2,:47:E Energie Umwelt Systemtechnik GmbH
0050C2,:47:F BRIT Inc.
0050C2,:48:0 SELKOM GmbH
0050C2,:48:1 Computer Sciences Corp
0050C2,:48:2 PRIAMUS SYSTEM TECHNOLOGIES AG
0050C2,:48:3 SES
0050C2,:48:4 Kooltech LLC
0050C2,:48:5 Phytec Messtechnik GmbH
0050C2,:48:6 Safegate International AB
0050C2,:48:7 Eridon Corporation
0050C2,:48:8 DA SISTEMI SPA
0050C2,:48:9 EREE Electronique
0050C2,:48:A Mobile Matrix, Inc.
0050C2,:48:B ads-tec GmbH
0050C2,:48:C UNITON AG
0050C2,:48:D Metron Sp. z o.o.
0050C2,:48:E Teledyne Tekmar
0050C2,:48:F DENGYOSHA co.,LTD.
0050C2,:49:0 Cloanto Corporation
0050C2,:49:1 Fr. Sauter AG
0050C2,:49:2 TRAFSYS AS
0050C2,:49:3 Artis GmbH
0050C2,:49:4 Ultimate Technology, Inc.
0050C2,:49:5 VAZA Elektronik AB
0050C2,:49:6 Acutelogic Corporation
0050C2,:49:7 Advanced Driver Information Technology GmbH
0050C2,:49:8 Quartet Technology, Inc.
0050C2,:49:9 Trellia Networks
0050C2,:49:A TelASIC Communications, Inc.
0050C2,:49:B vg controls, inc
0050C2,:49:C Envisacor Technologies Inc.
0050C2,:49:D Critical Link LLC
0050C2,:49:E Armorlink Co .Ltd
0050C2,:49:F GCS, Inc
0050C2,:4A:0 Advanced technologies  Engineering (pty) Ltd
0050C2,:4A:1 nVent, Schroff GmbH
0050C2,:4A:2 SPECS GmbH
0050C2,:4A:3 Protium Technologies, Inc.
0050C2,:4A:4 IEEE P1609 WG
0050C2,:4A:5 Teledyne Monitor Labs
0050C2,:4A:6 BUYANG ELECTRONICS INDUSTRIAL CO., LTD.
0050C2,:4A:7 iseg Spezialelektronik GmbH
0050C2,:4A:8 CYJAYA Korea
0050C2,:4A:9 Faber Electronics BV
0050C2,:4A:A HEINEN ELEKTRONIK GmbH
0050C2,:4A:B JVF Communications Ltd
0050C2,:4A:C Doramu Co.,Ltd.
0050C2,:4A:D OpenPeak, Inc.
0050C2,:4A:E ads-tec GmbH
0050C2,:4A:F Orbis Oy
0050C2,:4B:0 Esmart Distribution Pte Ltd
0050C2,:4B:1 NSFOCUS Information Technology Co., Ltd.
0050C2,:4B:2 TESLA, a.s.
0050C2,:4B:3 ANSA Corporation
0050C2,:4B:4 Matrix Audio Designs
0050C2,:4B:5 Valley Tecnologia
0050C2,:4B:6 General Resources Co., LTD.
0050C2,:4B:7 GFI Chrono Time
0050C2,:4B:8 Shenzhen Hongdian Technologies.,Ltd
0050C2,:4B:9 Rose Technologies
0050C2,:4B:A Mistletoe Technologies
0050C2,:4B:B Protonic Holland
0050C2,:4B:C Saia Burgess Controls AG
0050C2,:4B:D Argon ST
0050C2,:4B:E Digital Dynamics, Inc.
0050C2,:4B:F Westinghouse Rail Systems Ltd
0050C2,:4C:0 Bio-logic Systems Corp
0050C2,:4C:1 Movaz Networks, Inc.
0050C2,:4C:2 Elbit Systems Ltd.
0050C2,:4C:3 Quantum3D, Inc.
0050C2,:4C:4 Black Diamond Video, Inc.
0050C2,:4C:5 eXray Broadband Inc.
0050C2,:4C:6 Rubin Ltd.
0050C2,:4C:7 Transbit Sp.z o.o.
0050C2,:4C:8 Neets
0050C2,:4C:9 Scirocco AB
0050C2,:4C:A Yarg Biometrics Limited
0050C2,:4C:B Verint Systems Ltd
0050C2,:4C:C ImpediMed Limited
0050C2,:4C:D Securiton AG
0050C2,:4C:E Open Date Equipment Limited
0050C2,:4C:F Ziehl-Abegg AG
0050C2,:4D:0 RCS Energy Management Ltd
0050C2,:4D:1 SLICAN sp. z o.o.
0050C2,:4D:2 Twoway CATV SERVICE INC.
0050C2,:4D:3 ELPROC sp. z o.o.
0050C2,:4D:4 Herholdt Controls srl
0050C2,:4D:5 SEBA Design Pty Ltd
0050C2,:4D:6 Ingenieurbüro Schober
